well_no,well_name,owner,depth,aquifer_co,swl,pwsid,usgs_id,data_sourc,comments,aka2,aka3,chapid,grazing_di,welltype,well_use,well_statu,sdwa_type,nn_agency,USE,lat,long,Chapter,Al,Alkalinity_Total,As,Ba,Be,Bicarbonate,Bromide,Ca,Carbonate,Cd,Chloride,Conductivity,Corrosivity,Cr,Cu,DissolvedOxygen,Fe,Fluoride,Hardness,Hg,K,Mg,Mn,Mo,Na,Ni,Nitrate,Nitrite,Pb,pH,Phosphate,Ra_226,Ra_228,Ra_Total,Rn_222,Salinity,Sb,Se,Sn,SpecificConductance,Sr,Sulfate,Temperature,Tl,TotalDissolvedSolids,Turbidity,U,V,Zn
,A-21-27 35BDC2 CW-8,,0,"0",0,,351039109270000,,,,,"58","0",UNK,UNK,UNK,UNK,Shiprock,Unknown,35.1775255428,-109.450661573,Nahat'A'Dzil,"10",,"1","50",,,"0.16","89",,"2","50",,,,"1",,"9","0.6","285","0.1","2.5","7.73",,"6","120","3",,,"5","8.1",,,,,,,,"1",,"1040","1100","270",,,,"1.4",,"1","33"
,A-21-29 22CCA,,0,"0",0,,351155109153000,,,,,"58","0",UNK,UNK,UNK,UNK,Shiprock,Unknown,35.1986382668,-109.257596349,Nahat'A'Dzil,,,,,,"172",,"28","0",,"30",,,,,,"10","0.4","82",,"1.7","2.9",,,"61",,,,,"7.5",,,,,,,,,,"410",,"18","14.5",,,,,,
,A-21-27 35BCD03,,0,"0",0,,351044109271000,,,,,"58","0",UNK,UNK,UNK,UNK,Shiprock,Unknown,35.1789143883,-109.452050572,Nahat'A'Dzil,"10",,"1","100",,,"0.14","76",,"1","49",,,,"2",,"10","0.7","253","0.1","3.6","7.55",,"11","140","3",,,"5","7.9",,,,,,,,"1",,"1090","1100","280",,,,,,"3","20"
,A-21-29 24DCC,,0,"0",0,,351154109130000,,,,,"58","0",UNK,UNK,UNK,UNK,Shiprock,Unknown,35.1983606081,-109.217317013,Nahat'A'Dzil,,,,,,"146",,"17","0",,"21",,,,,,,"0.8","63",,,"5",,,,,,,,,,,,,,,,,,,,"8.8",,,,,,,
Roten Hous,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1592599817,-109.3847,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"3.43283582089552",,
Chambers W,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1776399836,-109.421150001,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,"0.11","0.13","0.24",,,,,,,,,,,,,"52.2388059701493",,
Rustin Tal,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.0317699815,-109.4845,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"16.4179104477612",,
Salt Well,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1001399817,-109.44912,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"5.52238805970149",,
Spurlock W,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.109959981,-109.48568,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"16.4179104477612",,
Waterfall,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1786499829,-109.449140001,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,"25.3731343283582",,
Squaw Spri,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.139939982,-109.42793,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"2.53731343283582",,
Little Wel,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1978599811,-109.21726,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"0.746268656716418",,
Wallace We,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.116569981,-109.256340002,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"2.08955223880597",,
Navajo Spr,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.0992499826,-109.49351,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,"11.1940298507463",,
Toi li bie,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1936099784,-109.24965,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"1.94029850746269",,
Horse Ridg,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.0662299797,-109.33016,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"3.88059701492537",,
Parker Wel,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.1252099809,-109.216140001,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,,,,,,,,,,"2.6865671641791",,
Dune Sprin,,,0,"0",0,,0,,,,,"58","0",UNK,UNK,UNK,UNK,,Unknown,35.0995899814,-109.40793,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"12.2388059701493",,
,"619617","FIRST INTERSTATE BK,",250,"0",100,,0,,,,,"58","18",WW,OTH,UNK,UWS,Shiprock,Other,35.1972484076,-109.260721138,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"0.208955223880597",,
,"619616",ANNETTE MYERS,125,"0",50,,0,,,,,"58","18",WW,IND,UNK,UWS,Shiprock,Independent,35.2168891884,-109.286956604,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"2.6865671641791",,
,"619619","FIRST INTERSTATE BK,",265,"0",100,,0,,,,,"58","18",WW,IND,UNK,UWS,Shiprock,Independent,35.1629658997,-109.260403028,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"1.49253731343284",,
,"619632","FIRST INTERSTATE BK,",300,"0",100,,0,,,,,"58","18",WW,IND,UNK,UWS,Shiprock,Independent,35.1262529656,-109.375315848,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,"2.6865671641791",,
,"628823","DOUBLE SPUR INC,",180,"0",150,,0,,,,,"58","18",WW,IND,UNK,UWS,Shiprock,Independent,35.0131134306,-109.484280503,Nahat'A'Dzil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,,,,,,,,,,"17.910447761194",,
15B-2,NR105.0180X0168,TRIBE O&M,1014,"27",0,,354332108166000,USGS ALB 04/08/86,Next to water tank & dry ponds on DOQQ,Nahodishgish Chapter House Well,,"59","15",WW,LIV,ACT,UWS,Eastern,Livestock,35.7255744934,-108.282569885,Nahodishgish,"10","199","0.5","18","0.25","213",,"14.4",,"0.5","5.43","1410","-0.51","0.5","8.7",,"390","0.6","64","0.015","2.4","7.78","18","0.48","230","0.82","0.05","0.05","1","8.25",,"0.996","1.04","2.036",,,"0.5","0.5",,"975",,"400","5.2","1","870","12.4","2.5","2","50"
15T-529,NR086.0395X1720,TRIBE O&M,1294,"27",84,,354514108191000,FIELD CHECKED       3/97,Moved 625ft S to apparent windmill & next to pond on DOQQ,Paul Arviso Windmill,,"59","15",WW,LIV,ACT,UWS,Eastern,Livestock,35.7539210268,-108.319237968,Nahodishgish,,,,"100",,"210",,"17.5","2",,"5.27","1300",,,"15.75","3.58","569","0.36","119",,"2.42","6.22","96.8","0.746","240",,"0.132",,,"8",,"8.03",,"10.03",,"1000",,"10",,"1340","1030","440","16.5","5","800","11.1","1","1","383.5"
Haystack,2A-PHS-8,,0,"0",0,,0,,,,,"61","2",WW,OS,ACT,UWS,Western,Livestock,36.98052,-110.88127,Navajo Mountain,,,"20.70151271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Trail Road Pump,Place They Haul Water,,0,"0",0,,0,,,Place They Haul Warer (Navajo Translation),,"61","2",WW,OS,ACT,UWS,Western,Livestock,36.9523,-110.8115,Navajo Mountain,,,"4.443627722",,"0",,,"54.422497955",,"0.138753959",,,,"0.645390525",,,,,,,"0","7.20542944",,"0","0","3.819759429",,,"0.119723829",,,,,,,,"0.223138615","11.72907789","0.577670265",,"101.798776",,,,,,"0.876226017",,
02A-028,(D-42-12)19ABA-S1,BIA,0,"53",0,,370739110371000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,UNK,UNK,UWS,Western,Unknown,37.128326416,-110.619590759,Navajo Mountain,,,,,,"128",,"30","0",,"5",,,,,,,"0.4","110",,,"9.5",,,,,"4.2",,,,,,,,,,,,,"240",,"11","17",,"144",,,,
2T-525,,,0,"0",0,,0,,,,,"61","2",WW,OS,ACT,UWS,Western,Livestock,37.11875,-110.61822,Navajo Mountain,,,"3.049613767",,,,,"40.803842885",,,"26.638296945",,,,,,,"0.43093015",,,"1.177119354","18.499584115",,,"18.1492123",,"25.22898708",,,,,,,,,,,,,,,"43.838294605",,,,,"1.83",,
Two Tanks,,,0,"0",0,,0,,,,,"61","2",WW,OS,ACT,UWS,Western,Livestock,36.97917,-110.8327,Navajo Mountain,,,"4.385995293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.776388052",,
02GS-14-2,(D-42-10)26BBA-S1,UNKNOWN,0,"54",0,,370639110461000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,DOM,INA,UWS,Western,Domestic,37.112487793,-110.769866943,Navajo Mountain,,,,,,"220",,"47","0",,"9",,,,,,,"0.2","190",,,"18",,,,,"0.9",,,,,,,,,,,,,"373",,"12","15.5",,"219",,,,
02GS-14-3,(D-42-10)26BAB-S1,UNKNOWN,0,"54",0,,370644110461000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,DOM,INA,UWS,Western,Domestic,37.1136016846,-110.768203735,Navajo Mountain,,,,,,"190",,,"0",,"10",,,,,,,,"160",,,,,,,,,,,,,,,,,,,,,"341",,,"15.5",,,,,,
02A-93,02-026-02.25X03.86,UNKNOWN,733,"64",0,"0",0,FIELD CHECK 06/09/95,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",WW,DOM,ACT,UWS,Western,Domestic,36.9449205019,-110.791275963,Navajo Mountain,,,"4.372068792",,,,,"37.22821813",,"0.138753959","6.29341087",,,"1.03312908",,,,"0.27908561",,,"1.37857081","14.46570236",,"0","4.684314871","2.647146952","1.68407956",,"2.294501111",,,,,,,,"0.123639477",,"0.577670265",,,"6.96152341",,,,,"0.824263815",,
02GS-14-4,(D-42-10)26ACA-S1,UNKNOWN,0,"54",0,,370626110455000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,DOM,INA,UWS,Western,Domestic,37.1091537476,-110.762359619,Navajo Mountain,,,,,,"170",,,"8",,"10",,,,,,,,"160",,,,,,,,,,,,,,,,,,,,,"320",,,"13",,,,,,
00-3696,(D-42-11) 9CCA-S1,UNKNOWN,0,"54",0,,370842110421000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,OTH,INA,UWS,Western,Other,37.1460990906,-110.700149536,Navajo Mountain,,,"2.89875931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.113701249",,
GJ-008,NR013.0360X0885,UNKNOWN,0,"2",0,,370718110336000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"61","2",DS,DOM,INA,UWS,Western,Domestic,37.1216583252,-110.565971375,Navajo Mountain,,,,,,"328",,"80","10",,"17",,,,,,,"0.6","280",,,"1.9",,,,,"3.9",,,"8.5",,,,,,,,,,"1260",,"374",,,,,,,
,Tsegito Spring,,0,"0",0,,0,,,,,"62","10",UNK,UNK,UNK,UWS,Chinle,Unknown,35.92097,-109.39182,Nazlini,"79",,"10","271","2",,,"75.2",,"2",,"490",,"5","10",,"16.5",,,"0.063","2.15","10.4","8.2",,"30.4","10",,,"3","7.63",,"0.281","0.263","0.544",,,"10","5",,,,,"15.7","10",,,,"3.6","2.2"
,White Rock Spring,,0,"0",0,,0,,,,,"62","10",UNK,UNK,UNK,UWS,Chinle,Unknown,35.90414,-109.27604,Nazlini,"66.2",,"10","374","2",,,"100",,"2",,"599",,"5","10",,"62.9",,,"0.25","2.15","23.7","128",,"42.1","10",,,"3","7.3",,"0.075","0.386","0.461",,,"10","5",,,,,"9.3","10",,,,"20","10.6"
10R-24,10 090-11.30X00.55,TRIBE O&M,757,"69",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.9916687012,-109.452064514,Nazlini,"45.2",,"10","65.1","2",,,"55.3",,"2",,"486",,"5","9",,"3340",,,"0.059","5.5","18.5","20.5",,"41.7","2",,,"3.6","7.76",,"0.121","0.358","0.479",,,"10","4.2",,,,,"16.1","10",,,,"3","1270"
,WSL Spring,,0,"0",0,,0,,,,,"62","10",UNK,UNK,UNK,UWS,Chinle,Unknown,35.93465,-109.46609,Nazlini,"222",,"10","147","2",,,"64.8",,"2",,"526",,"5","10",,"119",,,"0.07","3.35","13.7","18",,"50.6","10",,,"3","7.8",,"0.079","0.303","0.382",,,"10","5",,,,,"15.8","10",,,,"1.1","6.2"
,Honeymoon Spring,,0,"0",0,,0,,,,,"62","10",DS,UNK,UNK,UWS,Chinle,Unknown,35.98195,-109.31727,Nazlini,"81.8",,"10","246","2",,,"110",,"2",,"812",,"5","10",,"591",,,"0.067","4.72","30.9","863",,"73","10",,,"2.5","7.78",,"0.116","0.534","0.65",,,"10","5",,,,,"11.3","4.1",,,,"1.1","126"
10T-516,10 089-13.70X03.85,TRIBE O&M,846,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.9444465637,-109.245109558,Nazlini,"50",,"4","190","1",,,"99",,"1",,"0.307",,"20","5","7","80",,,,"2","7.6","7","50","25","30","0.1",,"1","8.54",,,,,,"100",,"6",,,,,"19.1",,,"1","4",,"520"
10K-8,10 090-13.35X06.68,TRIBE O&M,305,"69",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.903339386,-109.488990784,Nazlini,"50",,"1","86","1",,,"110",,"1",,"0.543",,"20","5","6","360",,,,"3.8","12","2","50","76","30","0.1",,"1","8.07",,,,,,"200",,"1",,,,,"21.5",,,"5","12",,"93"
10K-252,10 090-09.80X02.92,TRIBE O&M,815,"69",365,,0,FIELD CHECKED 8-3-90,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,LIV,ACT,UWS,Chinle,Livestock,35.9586639404,-109.42842865,Nazlini,"50",,"2","60","1",,,"99",,"1",,"0.484",,"20","5","6","400",,,,"5.6","17","4","50","49","30","0.1",,"1","8.16",,,,,,"200",,"1",,,,,"20.5",,,"11","10",,"180"
10T-555,10 070-03.93X14.73,TRIBE O&M,774,"69",397,,0,FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,DOM,INA,UWS,Chinle,Domestic,36.0368537903,-109.330413818,Nazlini,"50",,"1","20","1",,,"88",,"1",,"0.662",,"20","5","6","140",,,,"5.2","15","3","50","120","30","0.1",,"1","8.29",,,,,,"150",,"1",,,,,"19.8",,,"2","6",,"500"
10K-219A,,TRIBE O&M,733,"69",300.5,,0,FIELD CHECKED/TOPO,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,LIV,ACT,UWS,Chinle,Livestock,35.8995399475,-109.549293518,Nazlini,"50",,"1","43","1",,,"86",,"1",,"0.512",,"20","15","6","260",,,,"4.7","9.1","3","50","93","30","0.1",,"1","7.68",,,,,,"200",,"1",,,,,"22.2",,,"5","12",,"780"
10T-557,,TRIBE O&M,755,"69",456,,0,FIELD CHECKED-M BURNSIDE,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,LIV,ACT,UWS,Chinle,Livestock,35.9895172119,-109.304382324,Nazlini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10",,,
10T-517,10 090-10.90X07.10,TRIBE O&M,297,"69",58,,0,FIELD CHECKED 8-29-90,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,LIV,ACT,UWS,Chinle,Livestock,35.897857666,-109.441993713,Nazlini,"50",,"2","330","1",,,"150",,"1",,"0.468",,"20","5","4","3200",,,,"4.1","14","1500","50","40","30","0.1",,"1","8.07",,,,,,"100",,"1",,,,,"23.4",,,"5","4",,"1800"
10-UNKNOWN-2,,,0,"0",0,,0,,,,,"62","10",WW,UNK,ACT,UWS,Chinle,Unknown,35.898065,-109.44199,Nazlini,"50",,"2","95","1",,,"160",,"1",,"0.506",,"20","97","4","400",,,,"2.1","13","9","50","30","30","1.2",,"17","8.02",,,,,,"200",,"5",,,,,"24.3",,,"5","3",,"550"
10R-3,10 071-03.00X17.12,TRIBE O&M,58,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,REC,ACT,UWS,Chinle,Recreation,36.0030593872,-109.554283142,Nazlini,"50",,"1","81","1",,,"541.5",,"1",,"3.174",,"20","7.5","3","365",,,,"4.1","55.5","190","50","681.5","30","0.44",,"1","7.82",,,,,,"1600",,"2",,,,,"25.3",,,"2.5","26",,"65"
10K-251,10 091-06.25X01.80,TRIBE O&M,1416,"0",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"62","10",WW,DOM,ACT,UWS,Chinle,Domestic,35.9738883972,-109.612335205,Nazlini,"50",,"1","16","1",,,"26",,"1",,"0.583",,"20","43","6","160",,,,"11","18","4","50","130","30","0.1",,"1","9.25",,,,,,"200",,"1",,,,,"23.5",,,"-10","32",,"31"
,Nazlini Chapter House,,0,"0",0,,0,,,,,"62","10",UNK,UNK,UNK,REG,Chinle,Unknown,35.89905,-109.44477,Nazlini,"75",,"2.7","115","2",,,"64.4",,"2",,"504",,"5","17.2",,"40.4",,,"0.059","4.2","11.3","1",,"54.1","10",,,"3","7.81",,"0.208","0.975","1.183",,,"10","5",,,,,"12.2","4",,,,"5.1","231"
18T-328,18 108-05.10X16.70,TRIBE O&M,1358,"22",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"65","18",WW,DOM,ACT,UWS,Shiprock,Domestic,35.5089111328,-109.090927124,Oak Springs,,,,,,"388",,"8","9",,"370",,,,,,,"1.8","32",,,"2.8",,,"1028",,"2.6","0.587",,,,,,,,,,,,"1970",,"93",,,,,,,
WHITING BRS,18 124-03.20X09.40,WHITING BR,80,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"65","18",WW,DOM,UNK,UWS,Shiprock,Domestic,35.3644599915,-109.057037354,Oak Springs,,,,,,"550",,,"0",,"140",,,,,,,,,,,,,,"1028",,,,,"7.2",,,,,,,,,,"2160",,,"21",,,,"6.71641791044776",,
18K-332,18 108-14.05X15.57,TRIBE O&M,405,"0",230,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"65","18",WW,LIV,ACT,UWS,Shiprock,Livestock,35.5244598389,-109.250091553,Oak Springs,,,,,,"260",,"64","0",,"10",,,,,,,"0.2","220",,,"15",,,"1086.5",,"4.1","0.926",,,,,,,,,,,,"446",,"12","14",,,,,,
TOMAHAWK,18 124-03.10X09.35,SLATTON,96,"2",0,,0,USGS TUCSON WRD 2/26/85,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"65","18",WW,DOM,UNK,UWS,Shiprock,Domestic,35.365020752,-109.055648804,Oak Springs,,,,,,"614",,,"0",,"165",,,,,,,,,,,,,,"1028",,,,,"7.3",,,,,,,,,,"1970",,,"23",,,,,,
18T-569,18 124-12.95X01.30,TRIBE O&M,588,"69",280,,0,USGS - FIELD CHECKED,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"65","18",WW,LIV,ACT,UWS,Shiprock,Livestock,35.4811286926,-109.229263306,Oak Springs,,,,,,"194",,"51",,,"12",,,,,,"40","0.5","160",,"0.82","8.5",,,"23",,"0.06","0.014",,"7.3",,,,,,,,,,"430",,"35",,,,,,,
Pine Spring,Big Spring,,0,"0",0,,0,,,Oak Spring,,"65","18",NS,UNK,UNK,UWS,Shiprock,Unknown,35.46127,-109.14528,Oak Springs,,,"3.477347756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.477245704",,
Castillo Well,,,0,"0",0,,0,,,,,"66","20",UNK,UNK,UNK,UWS,Eastern,Unknown,35.88897,-107.32048,Ojo Encino,,,"1",,,"443",,"27","0",,"8.5",,,,,,"10",,"79","0.5","2.8","2.9",,,"180",,,,"200","8.2",,,,,,,,"3",,"920",,"100",,,,,,,
08A-239,SAND SPRING,NONE,0,"2",0,,0,FIELD CHECK  03/96,,,,"67","8",DS,LIV,ACT,UWS,Western,Livestock,36.9316101074,-110.056396484,Oljato,"480",,"10","114","0.29",,,"50.4",,"1.1",,"589",,"5","10",,"197",,,"0.084","4.38","32.6","20.1",,"43.1","10",,,"10.3","9.04",,"0.098","0.824","0.922",,,"10","14.8",,,,,"16.6","10",,,,"6.4","6.6"
Tsiah Spring,Tsiah Spring,,0,"0",0,,0,USACE,Added based on USACE site visit and nearby (163m to NW) well on DRG,,,"67","8",DS,UNK,UNK,UWS,Western,Unknown,36.92814,-110.13393,Oljato,"88.1",,"7.2","149","0.33",,,"33.8",,"2",,"358",,"5","9.9",,"43.1",,,"0.087","6.61","21.3","0.76",,"20.6","10",,,"3","8.62",,"0.217","0.681","0.898",,,"10","2.8",,,,,"21.7","10",,,,"7.8","33.7"
08A-281,(D-42-17)15ACD-S1,BIA,0,"71",0,,370813110013000,FIELD CHECKED  12/95,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"67","8",DS,LIV,ACT,UWS,Western,Livestock,37.1375541687,-110.026977539,Oljato,,,,,,"132.5",,"412.5","0",,"21.5",,,,,,,"1.3","1700",,"6.4","158.5",,,"141",,"2.5",,,"7.7",,,,,,,,,,"2800",,"1695","19.25",,"2490",,,,
08GS-11-3,(D-42-17)14BBB-S1 8U31,UNKNOWN,0,"71",0,,370833110006000,FIELD CHECKED  12/95,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"67","8",DS,LIV,ACT,UWS,Western,Livestock,37.1428833008,-110.016304016,Oljato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1470",,,"12",,,,,,
08-UNK-0007,(D-42-17)14BBB-S1,BIA,0,"71",0,,370833110006000,USGS RESTON 11/09/84,Wells on Navajo Nation more than 4.0 miles from an AUM.,,,"67","8",DS,UNK,UNK,UWS,Western,Unknown,37.1424980164,-110.016792297,Oljato,,,,,,"174",,"298","0",,"17.35",,,,,,"30.8","0.67","1254.5",,"4.02","118.75","4",,"42",,"2.5",,,"7.55",,,,,,,,,,"1520",,"1175.5","25.75",,"1240",,,,
,Monument Valley High School,,0,"0",0,,0,,,,,"67","8",UNK,UNK,UNK,REG,Western,Unknown,37.0056,-110.17847,Oljato,"82",,"10","282","0.25",,,"35.3",,"2",,"299",,"5","119",,"100",,,"0.13","2.35","18.5","4",,"7.17","2.7",,,"4.2","7.48",,"0.099","0.864","0.963",,,"10","5",,,,,"23.5","10",,,,"2.6","30.5"
Monument Valley Park,Monument Valley Park,,0,"0",0,,0,USACE,Added on USACE site visit & nearby (25m to S) water tank on DRG & DOQQ,,,"67","8",WW,UNK,UNK,UWS,Western,Unknown,36.98153,-110.11343,Oljato,"72.6",,"10","278","0.38",,,"35.2",,"2",,"287",,"5","11.2",,"100",,,"0.14","2.01","18.6","4",,"6.95","10",,,"3","7.69",,"0.102","0.65","0.752",,,"10","5",,,,,"21.2","10",,,,"2.8","28.1"
Goulding,Goulding Well,,0,"0",0,,0,USACE,Added based on USACE site visit and nearby (163m to NW) well on DRG,,,"67","8",WW,UNK,UNK,UWS,Western,Unknown,37.00489617,-110.21800467,Oljato,"30",,"0.41","198","2",,,"29.2",,"2",,"361",,"5","10",,"100",,,"0.05","2.29","22.3","4",,"16","10",,,"3","8.18",,,"2.3","2.3",,,"10","4.28",,,,,"9.4","10",,,,"5.3","12.4"
08T-525,08 024-03.81X02.63,TRIBE O&M,383,"69",0,,365741110191000,WELL FILE/FLD CHKD 4/96,,,,"67","8",AW,LIV,ACT,UWS,Western,Livestock,36.9601173401,-110.317489624,Oljato,"2250",,"5","151","0.5","295",,"27.6",,"2","14","651",,"5","10",,,"0.45","170","0.068","6.45","24.3","39.1","10","86","5.9","3.1","0.033","10","8.1",,"0.16","0.511","0.671","590",,"10","5",,"642","980","87","15.5","10","379",,,"12.35","6.45"
,Ramp Spring,,0,"0",0,,0,,,,,"67","8",UNK,UNK,UNK,UWS,Western,Unknown,36.94817,-110.36863,Oljato,"53.3",,"10","154","2",,,"22.4",,"2",,"332",,"5","10",,"100",,,"0.076","6.79","24.4","4",,"18.2","10",,,"3","7.68",,"0.124","0.016","0.14",,,"10","9",,,,,"23.6","10",,,,"10.2","9.9"
Wagon Trail Spring,,,0,"0",0,,0,,,,,"67","8",NS,UNK,UNK,UWS,Western,Unknown,37.13289,-110.10136,Oljato,,,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.77",,
Hole in the Ground 1,,,0,"0",0,,0,,,,,"67","8",SW,UNK,UNK,UWS,Western,Unknown,37.02814,-110.10136,Oljato,,,"1.504364612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76",,
Moonlight Water,,,0,"0",0,,0,,,,,"67","8",SW,UNK,UNK,UWS,Western,Unknown,37.02397,-110.30355,Oljato,,,"0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.52",,
08AI-1,,,0,"0",0,,0,,,,,"67","8",UNK,UNK,UNK,UWS,Western,Unknown,37.0214,-110.30961,Oljato,"98.1",,"10","27.7","0.1",,,"28.9",,"2",,"774",,"5","29.2",,"325",,,"0.13","4.88","58.7","14.8",,"76.6","10",,,"1.6","9.13",,"0.061","0.892","0.953",,,"10","18.4",,,,,"21.7","10",,,"9.74","2.2","105"
